time,pelvis_tilt_gold,pelvis_tilt_rec,pelvis_list_gold,pelvis_list_rec,pelvis_rotation_gold,pelvis_rotation_rec,pelvis_tx_gold,pelvis_tx_rec,pelvis_ty_gold,pelvis_ty_rec,pelvis_tz_gold,pelvis_tz_rec,hip_flexion_r_gold,hip_flexion_r_rec,hip_adduction_r_gold,hip_adduction_r_rec,hip_rotation_r_gold,hip_rotation_r_rec,knee_angle_r_gold,knee_angle_r_rec,ankle_angle_r_gold,ankle_angle_r_rec,subtalar_angle_r_gold,subtalar_angle_r_rec,mtp_angle_r_gold,mtp_angle_r_rec,hip_flexion_l_gold,hip_flexion_l_rec,hip_adduction_l_gold,hip_adduction_l_rec,hip_rotation_l_gold,hip_rotation_l_rec,knee_angle_l_gold,knee_angle_l_rec,ankle_angle_l_gold,ankle_angle_l_rec,subtalar_angle_l_gold,subtalar_angle_l_rec,mtp_angle_l_gold,mtp_angle_l_rec,lumbar_extension_gold,lumbar_extension_rec,lumbar_bending_gold,lumbar_bending_rec,lumbar_rotation_gold,lumbar_rotation_rec,arm_flex_r_gold,arm_flex_r_rec,arm_add_r_gold,arm_add_r_rec,arm_rot_r_gold,arm_rot_r_rec,elbow_flex_r_gold,elbow_flex_r_rec,pro_sup_r_gold,pro_sup_r_rec,arm_flex_l_gold,arm_flex_l_rec,arm_add_l_gold,arm_add_l_rec,arm_rot_l_gold,arm_rot_l_rec,elbow_flex_l_gold,elbow_flex_l_rec,pro_sup_l_gold,pro_sup_l_rec
1.31,0.17106,0.122587,0.0062864,0.00671748,0.0610068,0.0595462,-0.407284,-0.421646,1.0741,1.06544,-0.57344,-0.574004,0.246916,0.336752,-0.0333157,-0.0606797,-0.188003,-0.0972298,0.444819,0.495976,-0.265672,-0.270779,-0.0744022,-0.183315,-0.127459,-0.00454865,0.28111,0.376562,-0.0776855,-0.098811,-0.0767578,-0.00837477,0.472033,0.542021,-0.321163,-0.302315,-0.00476507,-0.0512501,-0.127459,-0.00454865,-0.288768,-0.242868,0.00538375,0.00767168,-0.161786,-0.161023,-0.76226,-0.684164,-0.789478,-0.751797,-0.636655,-0.509236,2.5352,2.58498,1.92181,1.99191,-1.15525,-1.06609,-0.495909,-0.4794,-1.1656,-1.05385,2.40736,2.46114,1.62644,1.73548
1.32,0.182413,0.133315,0.00755079,0.00746019,0.0582796,0.0563331,-0.398687,-0.412677,1.04739,1.0379,-0.573272,-0.573749,0.280579,0.370376,-0.032166,-0.0568238,-0.155742,-0.071643,0.579998,0.627952,-0.051792,-0.0624168,-0.108445,-0.229363,-0.128255,-0.00454865,0.306957,0.402968,-0.0768698,-0.0986747,-0.065706,-0.00208331,0.593394,0.662907,-0.113481,-0.105309,-0.0407604,-0.105392,-0.128255,-0.00454865,-0.304749,-0.256718,0.00421649,0.00688194,-0.149259,-0.147223,-0.7802,-0.708952,-0.723602,-0.689559,-0.663758,-0.5469,2.53487,2.58437,1.96332,2.02416,-1.14297,-1.0582,-0.453459,-0.438928,-1.13018,-1.02589,2.40205,2.45267,1.64692,1.74983
1.33,0.188757,0.139694,0.0061062,0.00443769,0.0552534,0.0522903,-0.39138,-0.405151,1.0215,1.01139,-0.572656,-0.573149,0.311713,0.400862,-0.0225559,-0.0443522,-0.129742,-0.0504682,0.688301,0.733664,0.113634,0.0997853,-0.143964,-0.273381,-0.128794,-0.00454865,0.336661,0.4322,-0.0803119,-0.104147,-0.0601799,0.00115719,0.703359,0.771283,0.0673063,0.0668231,-0.0575752,-0.137371,-0.128794,-0.00454865,-0.316188,-0.26658,0.00334707,0.00802408,-0.146353,-0.142692,-0.760002,-0.696341,-0.668983,-0.637647,-0.647018,-0.543204,2.51884,2.56856,1.96888,2.0216,-1.12803,-1.04719,-0.401833,-0.388715,-1.09085,-0.994786,2.39044,2.43732,1.65834,1.75613
1.34,0.176291,0.127128,-0.00162035,-0.00596993,0.0528562,0.0481976,-0.386101,-0.399907,0.997429,0.986946,-0.571695,-0.572248,0.357494,0.446325,-0.00285353,-0.0211898,-0.110494,-0.0344001,0.766163,0.809835,0.209481,0.190905,-0.197899,-0.335403,-0.129033,-0.00454865,0.386138,0.481289,-0.0891499,-0.116042,-0.0561318,0.00525753,0.792927,0.858486,0.186401,0.178888,-0.0761187,-0.166383,-0.129033,-0.00454865,-0.308997,-0.257487,0.00933586,0.0174356,-0.141125,-0.13441,-0.720575,-0.666437,-0.608292,-0.57946,-0.611757,-0.524988,2.48925,2.54012,1.94277,1.98786,-1.08908,-1.01254,-0.354295,-0.341944,-1.02901,-0.9424,2.36554,2.40838,1.64063,1.73475
1.35,0.145466,0.09555,-0.0124478,-0.019058,0.0512847,0.0447439,-0.382501,-0.396543,0.97568,0.964882,-0.570813,-0.571373,0.429454,0.518479,0.0209632,0.00561718,-0.0888055,-0.0156416,0.842685,0.884565,0.255385,0.231407,-0.260721,-0.403882,-0.129223,-0.00454865,0.456009,0.551435,-0.0962275,-0.125611,-0.0449107,0.0172662,0.870188,0.933025,0.256228,0.242009,-0.110672,-0.208629,-0.129223,-0.00454865,-0.282618,-0.228521,0.0194533,0.0305185,-0.136714,-0.126692,-0.665162,-0.621646,-0.544343,-0.517703,-0.566981,-0.49948,2.43742,2.49169,1.92051,1.95717,-1.03259,-0.961856,-0.309076,-0.297163,-0.956039,-0.881016,2.31897,2.36004,1.62137,1.70644
1.36,0.122039,0.0713434,-0.0203968,-0.0282154,0.0526717,0.0446772,-0.380117,-0.39448,0.957586,0.946279,-0.570456,-0.570935,0.504178,0.593305,0.0433071,0.0297798,-0.0573941,0.0128906,0.933616,0.973187,0.261112,0.233053,-0.324098,-0.468223,-0.129488,-0.00454865,0.520905,0.616787,-0.0948474,-0.125454,-0.0220466,0.0404106,0.946881,1.00707,0.297936,0.279015,-0.14536,-0.247378,-0.129488,-0.00454865,-0.267179,-0.210704,0.0287989,0.0413626,-0.137666,-0.124707,-0.595039,-0.562406,-0.483815,-0.458806,-0.527249,-0.47766,2.36153,2.42266,1.98976,2.00815,-0.963065,-0.899188,-0.267591,-0.255851,-0.888641,-0.825897,2.25198,2.29399,1.64449,1.72038
1.37,0.121175,0.0705787,-0.0250379,-0.0337903,0.0566091,0.0479994,-0.378712,-0.393392,0.943754,0.931756,-0.570616,-0.571015,0.552618,0.641495,0.0613148,0.0487502,-0.0287874,0.0387381,1.02161,1.05943,0.270409,0.244719,-0.350036,-0.488674,-0.129511,-0.00454865,0.5622,0.657981,-0.0862368,-0.11737,0.0097926,0.0725039,1.02079,1.0787,0.319295,0.29808,-0.174641,-0.27733,-0.129511,-0.00454865,-0.282072,-0.224497,0.0373901,0.0508038,-0.137173,-0.121557,-0.521326,-0.498949,-0.426374,-0.402683,-0.492249,-0.4585,2.28614,2.35361,1.98206,1.99446,-0.882463,-0.825361,-0.237137,-0.224956,-0.823034,-0.770183,2.18138,2.22479,1.6405,1.71224
1.38,0.129368,0.0799241,-0.0305539,-0.0408977,0.0612656,0.0520378,-0.378173,-0.393155,0.932499,0.919907,-0.570715,-0.571078,0.576772,0.665001,0.0775876,0.0662148,-0.0145344,0.0510969,1.08302,1.12037,0.277217,0.252755,-0.371512,-0.507897,-0.129546,-0.00454865,0.590542,0.685364,-0.079621,-0.111799,0.0384588,0.10221,1.0853,1.14114,0.324509,0.302208,-0.197878,-0.299415,-0.129546,-0.00454865,-0.311693,-0.25462,0.0461775,0.0611443,-0.13984,-0.121079,-0.442342,-0.429765,-0.379542,-0.357171,-0.451141,-0.430901,2.21046,2.28482,1.97979,1.98751,-0.802743,-0.751561,-0.207823,-0.195101,-0.767327,-0.721601,2.11735,2.16221,1.63882,1.70746
1.39,0.138047,0.0903882,-0.0331663,-0.0447566,0.0662905,0.0568194,-0.377826,-0.39313,0.922916,0.90993,-0.570923,-0.571256,0.585075,0.672259,0.0883202,0.0776975,-0.00789913,0.0568115,1.11817,1.15567,0.294935,0.269175,-0.393444,-0.532078,-0.12958,-0.00454865,0.606582,0.699983,-0.0717531,-0.10474,0.0581235,0.122852,1.13058,1.18534,0.338604,0.315413,-0.214878,-0.316717,-0.12958,-0.00454865,-0.343778,-0.288398,0.0525202,0.0685182,-0.14184,-0.120107,-0.368463,-0.364399,-0.340069,-0.319011,-0.40872,-0.399225,2.14117,2.22208,1.97896,1.98342,-0.725233,-0.679325,-0.188368,-0.174723,-0.711697,-0.671126,2.05693,2.10359,1.63833,1.70483
1.4,0.140288,0.0941884,-0.0299213,-0.041492,0.0728882,0.0640375,-0.377125,-0.392732,0.913904,0.900673,-0.571522,-0.571795,0.595242,0.681373,0.0903207,0.0791342,-0.00253011,0.0621087,1.14673,1.18402,0.315886,0.287992,-0.414362,-0.555994,-0.129591,-0.00454865,0.619867,0.712036,-0.0581247,-0.0906825,0.0700153,0.13501,1.16215,1.21662,0.358364,0.334285,-0.22889,-0.332375,-0.129591,-0.00454865,-0.367886,-0.314194,0.0536032,0.0690777,-0.142849,-0.119534,-0.305559,-0.308314,-0.308773,-0.288761,-0.369874,-0.367986,2.08479,2.17135,1.97619,1.97892,-0.651657,-0.610864,-0.182348,-0.167428,-0.651153,-0.614447,2.00411,2.05309,1.63598,1.70132
1.41,0.130047,0.0844147,-0.026618,-0.037678,0.0811068,0.0730719,-0.376337,-0.392178,0.904888,0.891518,-0.572406,-0.572572,0.619405,0.705324,0.0891026,0.0767911,0.0012396,0.0659674,1.17647,1.21313,0.334575,0.305009,-0.428099,-0.571635,-0.129618,-0.00454865,0.644653,0.736431,-0.0433251,-0.074786,0.0802076,0.145209,1.189,1.24301,0.376192,0.351317,-0.238487,-0.34335,-0.129618,-0.00454865,-0.375439,-0.322298,0.054583,0.068923,-0.146279,-0.122269,-0.248282,-0.257166,-0.294676,-0.275129,-0.318484,-0.321837,2.04049,2.13233,1.97664,1.97794,-0.585194,-0.549245,-0.187447,-0.171069,-0.587,-0.552972,1.96033,2.01209,1.6388,1.70394
1.42,0.116941,0.0716306,-0.0269928,-0.0378096,0.0874173,0.0797847,-0.375947,-0.391946,0.897126,0.883687,-0.573243,-0.573303,0.645766,0.731504,0.0892804,0.0762399,0.00208515,0.066725,1.20259,1.23874,0.350875,0.321932,-0.432857,-0.575718,-0.129645,-0.00454865,0.672433,0.763776,-0.0339083,-0.0646715,0.0887557,0.154002,1.21299,1.2662,0.388821,0.363646,-0.245926,-0.350926,-0.129645,-0.00454865,-0.379682,-0.327022,0.0583008,0.0717722,-0.143935,-0.119278,-0.193906,-0.208463,-0.292817,-0.273542,-0.265749,-0.27292,2.00527,2.10217,1.97919,1.98001,-0.517797,-0.486706,-0.201404,-0.18308,-0.520693,-0.488481,1.92541,1.98047,1.64579,1.70988
1.43,0.105681,0.060703,-0.0299097,-0.0406361,0.0902129,0.082628,-0.375966,-0.392036,0.890845,0.877367,-0.573818,-0.573804,0.669665,0.755159,0.0901365,0.0767797,-0.000244047,0.064298,1.22409,1.25991,0.359882,0.332031,-0.43365,-0.575253,-0.129657,-0.00454865,0.697507,0.788293,-0.030308,-0.0607459,0.0952098,0.16093,1.2344,1.28665,0.397767,0.372431,-0.251189,-0.355792,-0.129657,-0.00454865,-0.386079,-0.333975,0.0626019,0.0754426,-0.137435,-0.111997,-0.136091,-0.156412,-0.303652,-0.284435,-0.205328,-0.215499,1.97803,2.07999,1.98134,1.98263,-0.450311,-0.423783,-0.224236,-0.203501,-0.452471,-0.421283,1.90084,1.95918,1.64982,1.71402
1.44,0.089497,0.0445376,-0.0331234,-0.0435177,0.0913423,0.0838713,-0.37608,-0.392129,0.884784,0.871326,-0.574468,-0.57441,0.70034,0.785688,0.0882168,0.0743727,-0.00469185,0.0597617,1.24587,1.28116,0.368808,0.343633,-0.425339,-0.563665,-0.129676,-0.00454865,0.728051,0.818382,-0.0285234,-0.0584186,0.0993765,0.165561,1.25579,1.30686,0.404948,0.380358,-0.249524,-0.352407,-0.129676,-0.00454865,-0.385854,-0.333856,0.066891,0.0789127,-0.130129,-0.104442,-0.0766774,-0.10261,-0.320123,-0.300941,-0.143649,-0.156035,1.9591,2.06589,1.98381,1.98594,-0.386215,-0.364138,-0.252764,-0.229459,-0.387483,-0.357117,1.88375,1.94567,1.6585,1.7237
1.45,0.0774394,0.0324764,-0.0321963,-0.0417196,0.0914043,0.0845406,-0.376134,-0.392108,0.879671,0.866236,-0.575088,-0.575025,0.725005,0.81011,0.0818738,0.0670701,-0.00833343,0.0565017,1.2656,1.30022,0.373455,0.349966,-0.421268,-0.557152,-0.129685,-0.00454865,0.750762,0.840689,-0.02481,-0.053726,0.0994565,0.165749,1.27297,1.32328,0.411425,0.387446,-0.248478,-0.35029,-0.129685,-0.00454865,-0.389577,-0.337614,0.0650534,0.0758031,-0.123728,-0.0984434,-0.014445,-0.0458478,-0.341612,-0.32233,-0.081946,-0.0960572,1.94602,2.05734,1.98669,1.9901,-0.326115,-0.307613,-0.288892,-0.262833,-0.325088,-0.294708,1.88334,1.94834,1.66591,1.73126
1.46,0.0608406,0.0154218,-0.0299886,-0.0385114,0.0916646,0.085504,-0.376004,-0.391879,0.874775,0.861429,-0.575699,-0.575628,0.752098,0.837225,0.0742094,0.0583544,-0.00964501,0.0555991,1.28208,1.3158,0.38101,0.359527,-0.414456,-0.54747,-0.129697,-0.00454865,0.776254,0.866151,-0.0203587,-0.0481968,0.0974956,0.163615,1.28615,1.33579,0.417748,0.394624,-0.244576,-0.34511,-0.129697,-0.00454865,-0.38552,-0.333037,0.0618862,0.0712311,-0.121172,-0.0966952,0.0484985,0.0119214,-0.364177,-0.344878,-0.0190085,-0.0344668,1.93651,2.05201,1.98929,1.99423,-0.270057,-0.254896,-0.327975,-0.299071,-0.266556,-0.236197,1.88605,1.95423,1.67577,1.74148
1.47,0.0449102,-0.000894344,-0.0277808,-0.0353297,0.0923424,0.0869843,-0.375824,-0.39154,0.870475,0.857264,-0.576503,-0.576424,0.776288,0.861314,0.0642416,0.047317,-0.0128049,0.0526935,1.29627,1.32913,0.401867,0.38443,-0.392378,-0.520733,-0.130034,-0.00454865,0.800069,0.889784,-0.0173277,-0.0440648,0.0933282,0.15926,1.29762,1.34659,0.426848,0.405114,-0.234969,-0.333725,-0.130034,-0.00454865,-0.380777,-0.327696,0.0591568,0.067182,-0.128424,-0.104639,0.119904,0.0774171,-0.386718,-0.367879,0.0483448,0.0307871,1.92403,2.04423,1.98332,1.99201,-0.226273,-0.21317,-0.362631,-0.331358,-0.235634,-0.204656,1.88348,1.95647,1.82513,1.88341
1.48,0.0324073,-0.0135738,-0.0258468,-0.0326681,0.092937,0.0882748,-0.375606,-0.391156,0.867224,0.854156,-0.577214,-0.577141,0.79466,0.879454,0.0546956,0.0369459,-0.0178564,0.0481316,1.30573,1.33786,0.405839,0.389271,-0.388129,-0.51504,-0.130043,-0.00454865,0.818361,0.907788,-0.0163488,-0.042232,0.0877502,0.153634,1.30548,1.35394,0.429573,0.408539,-0.230698,-0.328413,-0.130043,-0.00454865,-0.379867,-0.32635,0.0570461,0.0640052,-0.127493,-0.104895,0.177891,0.131504,-0.406264,-0.387587,0.0913362,0.0734312,1.92509,2.04849,1.98583,1.99567,-0.178856,-0.168452,-0.400041,-0.365968,-0.192548,-0.161484,1.89911,1.97425,1.82964,1.89056
1.49,0.0199496,-0.0260969,-0.0235594,-0.0296687,0.0921157,0.0879699,-0.375363,-0.390741,0.864665,0.851763,-0.57773,-0.577671,0.812034,0.896416,0.0461082,0.0277779,-0.0213017,0.0449857,1.31352,1.34492,0.416753,0.402513,-0.374126,-0.498167,-0.130067,-0.00454865,0.834779,0.92382,-0.017753,-0.0430347,0.0795214,0.145301,1.31082,1.35888,0.437012,0.417195,-0.219065,-0.315377,-0.130067,-0.00454865,-0.378098,-0.324195,0.0541998,0.0601933,-0.13001,-0.108302,0.235157,0.184952,-0.420416,-0.402288,0.128497,0.109937,1.92211,2.04895,1.98555,1.99696,-0.140895,-0.132703,-0.430566,-0.394193,-0.169064,-0.137774,1.91302,1.99021,1.83267,1.89548
1.5,0.00861827,-0.0375472,-0.0213712,-0.026915,0.0912018,0.0873911,-0.375197,-0.390434,0.862655,0.849911,-0.578049,-0.577998,0.827295,0.911336,0.0398294,0.0211458,-0.0228089,0.0438121,1.31921,1.34992,0.418739,0.40541,-0.369854,-0.492373,-0.130075,-0.00454865,0.848853,0.93766,-0.0194756,-0.0443909,0.0714033,0.137068,1.31382,1.36158,0.438353,0.419067,-0.213607,-0.309162,-0.130075,-0.00454865,-0.37878,-0.324358,0.0510356,0.0562485,-0.130664,-0.109808,0.281893,0.229052,-0.432753,-0.414904,0.150449,0.132086,1.92727,2.05656,1.98616,1.99834,-0.110138,-0.103616,-0.459417,-0.420931,-0.155091,-0.123191,1.93332,2.01205,1.83563,1.89978
1.51,-0.00489878,-0.0512426,-0.0201032,-0.0252007,0.0901094,0.0864932,-0.375054,-0.390183,0.86087,0.848314,-0.578366,-0.578322,0.844108,0.92781,0.0355387,0.0166168,-0.0230287,0.0437426,1.32329,1.3533,0.421366,0.409703,-0.364709,-0.484795,-0.130083,-0.00454865,0.864527,0.953115,-0.0211279,-0.0458217,0.064737,0.13023,1.31544,1.36285,0.440246,0.421822,-0.207513,-0.301804,-0.130083,-0.00454865,-0.376556,-0.32152,0.0489686,0.0535717,-0.132594,-0.112414,0.323499,0.268321,-0.443677,-0.426129,0.167851,0.149475,1.93021,2.06175,1.98589,2.00009,-0.0897214,-0.0841892,-0.485042,-0.444812,-0.151873,-0.119119,1.95164,2.03158,1.83746,1.90297
1.52,-0.0196889,-0.0662437,-0.0211553,-0.0259996,0.0890239,0.0852105,-0.374852,-0.389886,0.859231,0.846887,-0.578637,-0.578563,0.861379,0.944834,0.0340142,0.0151816,-0.023819,0.0429439,1.32578,1.35524,0.428477,0.418322,-0.35555,-0.473764,-0.130141,-0.00454865,0.881998,0.97033,-0.0246485,-0.0494045,0.0596841,0.125005,1.31789,1.36472,0.447002,0.429612,-0.196023,-0.288781,-0.130141,-0.00454865,-0.373466,-0.317653,0.0500757,0.0542956,-0.161354,-0.140653,0.387604,0.328251,-0.436382,-0.421665,0.209922,0.189708,1.91044,2.04684,1.97917,1.99598,-0.116126,-0.106778,-0.498788,-0.457925,-0.205258,-0.167776,1.98626,2.06478,1.83364,1.89975
1.53,-0.0368195,-0.0835234,-0.0239216,-0.0288661,0.0863253,0.0817444,-0.374432,-0.389458,0.857933,0.845795,-0.578441,-0.578354,0.880026,0.963233,0.0375206,0.0193741,-0.0221342,0.044437,1.32524,1.3543,0.426553,0.4161,-0.356036,-0.474324,-0.13015,-0.00454865,0.901202,0.9894,-0.0306651,-0.0560421,0.0552766,0.1207,1.3188,1.3651,0.445693,0.428092,-0.193322,-0.285812,-0.13015,-0.00454865,-0.36814,-0.311804,0.0504909,0.054791,-0.159671,-0.138622,0.405687,0.345859,-0.43499,-0.42078,0.198395,0.178884,1.91567,2.05363,1.97823,1.99357,-0.112919,-0.10342,-0.514874,-0.473012,-0.220397,-0.181649,2.00073,2.07998,1.83327,1.89985
1.54,-0.0536484,-0.100296,-0.0262108,-0.0311633,0.0844502,0.0793481,-0.373886,-0.388939,0.857122,0.845189,-0.578429,-0.578329,0.897736,0.980515,0.0400162,0.0222951,-0.0205815,0.0458393,1.32412,1.35281,0.42281,0.412372,-0.357927,-0.475811,-0.130162,-0.00454865,0.918951,1.00682,-0.0344541,-0.060227,0.0524383,0.117838,1.31846,1.36435,0.446156,0.428895,-0.188415,-0.280113,-0.130162,-0.00454865,-0.364146,-0.307545,0.0510311,0.0553941,-0.162208,-0.14082,0.416389,0.356407,-0.427568,-0.414067,0.180879,0.161803,1.91872,2.05806,1.97649,1.99132,-0.120442,-0.109981,-0.523268,-0.481082,-0.249323,-0.209025,2.01356,2.09312,1.83051,1.89762
1.55,-0.0661155,-0.112681,-0.0278281,-0.0327794,0.0830105,0.0775096,-0.373215,-0.388339,0.857199,0.845414,-0.578552,-0.578439,0.909203,0.991651,0.0429002,0.0255066,-0.0177787,0.0484513,1.32123,1.34971,0.420026,0.409721,-0.357999,-0.475458,-0.13017,-0.00454865,0.93001,1.01767,-0.0363696,-0.0624522,0.0510192,0.116315,1.31553,1.36129,0.445306,0.428065,-0.186495,-0.277986,-0.13017,-0.00454865,-0.365506,-0.308768,0.0515834,0.0559934,-0.163598,-0.141836,0.41875,0.358947,-0.418402,-0.405447,0.157354,0.138627,1.92262,2.06285,1.97442,1.98859,-0.129582,-0.118218,-0.528422,-0.486155,-0.278379,-0.236947,2.0191,2.09909,1.82763,1.89516
1.56,-0.0763686,-0.122792,-0.0276557,-0.0324635,0.0833576,0.0780385,-0.372454,-0.387681,0.857887,0.846214,-0.579104,-0.578985,0.916931,0.999073,0.0425148,0.0249552,-0.0149956,0.0511421,1.31735,1.34563,0.417645,0.407154,-0.358361,-0.475726,-0.130175,-0.00454865,0.937076,1.02456,-0.0338266,-0.059731,0.0512062,0.116223,1.31035,1.35627,0.444291,0.427031,-0.186138,-0.277776,-0.130175,-0.00454865,-0.369433,-0.312662,0.0516234,0.0559494,-0.166278,-0.144554,0.412819,0.353377,-0.409216,-0.396555,0.132248,0.113642,1.92575,2.06636,1.97236,1.98584,-0.141116,-0.128877,-0.530707,-0.488659,-0.307321,-0.265192,2.01721,2.09773,1.82447,1.89237
1.57,-0.0876893,-0.13396,-0.0266859,-0.0312368,0.0840486,0.0790974,-0.371759,-0.387093,0.858482,0.846935,-0.579702,-0.579574,0.926183,1.00798,0.0411084,0.023225,-0.011965,0.0541956,1.31375,1.34174,0.413059,0.401945,-0.361771,-0.479402,-0.130277,-0.00454865,0.945155,1.03246,-0.0298854,-0.0554632,0.0510861,0.115749,1.30481,1.35094,0.439527,0.421909,-0.190292,-0.282409,-0.130277,-0.00454865,-0.373889,-0.317004,0.0503621,0.0545857,-0.181867,-0.159894,0.413686,0.353816,-0.391608,-0.380271,0.118181,0.0989159,1.91799,2.06002,1.97162,1.98461,-0.175078,-0.159543,-0.527355,-0.486244,-0.355911,-0.311049,2.0274,2.10633,1.79945,1.87088
1.58,-0.0994746,-0.145416,-0.0267343,-0.0312184,0.0847905,0.0800973,-0.370963,-0.386438,0.859185,0.847761,-0.580201,-0.580075,0.935186,1.01654,0.0406364,0.0225383,-0.00970688,0.0563525,1.30906,1.33688,0.407985,0.396041,-0.366074,-0.484303,-0.130327,-0.00454865,0.953579,1.04058,-0.0265709,-0.0519231,0.0522578,0.116724,1.29905,1.34541,0.436537,0.418608,-0.19332,-0.285951,-0.130327,-0.00454865,-0.376945,-0.320269,0.0496795,0.0540024,-0.180738,-0.158771,0.39158,0.332796,-0.381187,-0.369793,0.0845545,0.06535,1.92262,2.06395,1.96722,1.97965,-0.187388,-0.1713,-0.526496,-0.485799,-0.374428,-0.329643,2.01625,2.09554,1.78554,1.85796
1.59,-0.112291,-0.157898,-0.0275148,-0.0320024,0.0849572,0.0804054,-0.37017,-0.385808,0.8597,0.848404,-0.580587,-0.580469,0.94515,1.02607,0.0414436,0.0232215,-0.00698881,0.0588163,1.3043,1.33202,0.405904,0.393611,-0.367242,-0.485637,-0.130374,-0.00454865,0.963343,1.05003,-0.0234305,-0.0486464,0.0547363,0.119054,1.29381,1.34032,0.433219,0.414926,-0.197196,-0.290307,-0.130374,-0.00454865,-0.379164,-0.322721,0.0493807,0.0538998,-0.17791,-0.155841,0.364947,0.307428,-0.371394,-0.359826,0.0516381,0.0324157,1.92671,2.06695,1.96234,1.97437,-0.200272,-0.183858,-0.523375,-0.483185,-0.389811,-0.345563,2.00018,2.07983,1.76886,1.84256
1.6,-0.126458,-0.17164,-0.0288248,-0.0333528,0.0837522,0.0791269,-0.369416,-0.385221,0.859898,0.848751,-0.580694,-0.580597,0.957164,1.0375,0.0439811,0.0258042,-0.00370118,0.0617443,1.30025,1.32787,0.404181,0.392483,-0.367335,-0.484778,-0.130437,-0.00454865,0.974861,1.06112,-0.021859,-0.047145,0.0570107,0.121266,1.28899,1.33557,0.429276,0.410766,-0.201837,-0.295086,-0.130437,-0.00454865,-0.379331,-0.323254,0.0489174,0.0537008,-0.170918,-0.148644,0.334754,0.278719,-0.362327,-0.350436,0.0177602,-0.00134011,1.92871,2.06776,1.97063,1.98017,-0.209882,-0.193834,-0.518951,-0.479207,-0.396261,-0.353345,1.977,2.05742,1.75474,1.82829
1.61,-0.14154,-0.186225,-0.0305671,-0.0352184,0.0819994,0.0771771,-0.368731,-0.384708,0.859768,0.848776,-0.580608,-0.580541,0.97057,1.05031,0.047208,0.0292118,-0.00104052,0.0639521,1.2967,1.32426,0.405024,0.393539,-0.365916,-0.483036,-0.130525,-0.00454865,0.988141,1.07391,-0.0212536,-0.0467115,0.0594545,0.123773,1.28563,1.3322,0.426798,0.407966,-0.204669,-0.298211,-0.130525,-0.00454865,-0.378726,-0.323091,0.0482171,0.0533811,-0.159888,-0.137374,0.300364,0.24608,-0.352034,-0.339736,-0.0212057,-0.040169,1.93013,2.0677,1.97338,1.98095,-0.215255,-0.200239,-0.514269,-0.474831,-0.395133,-0.354287,1.94872,2.03007,1.73868,1.81323
1.62,-0.156998,-0.201093,-0.0317388,-0.0364139,0.0801171,0.0752339,-0.368133,-0.384268,0.859374,0.848543,-0.580685,-0.580653,0.985201,1.06426,0.0489722,0.031072,0.000670444,0.0653764,1.29391,1.32136,0.401041,0.388586,-0.368569,-0.486586,-0.130566,-0.00454865,1.00224,1.08743,-0.0204337,-0.0459447,0.0607658,0.125154,1.28278,1.32939,0.424496,0.405024,-0.207845,-0.302177,-0.130566,-0.00454865,-0.377818,-0.322681,0.0472572,0.0527196,-0.152802,-0.130102,0.27075,0.217735,-0.339082,-0.326692,-0.0534255,-0.0726396,1.92443,2.06108,1.97181,1.978,-0.22417,-0.21012,-0.506834,-0.467893,-0.39654,-0.357546,1.91759,2.00016,1.71873,1.79056
1.63,-0.171821,-0.215164,-0.0333654,-0.0380759,0.0791937,0.0745019,-0.367596,-0.383875,0.8587,0.848033,-0.581218,-0.581225,0.999451,1.07767,0.0488185,0.0307182,0.000493503,0.0648835,1.29188,1.31924,0.401469,0.389522,-0.368365,-0.485644,-0.130595,-0.00454865,1.01647,1.10086,-0.0180654,-0.0434043,0.0635641,0.128059,1.28131,1.32792,0.423735,0.404229,-0.211842,-0.306206,-0.130595,-0.00454865,-0.377688,-0.323182,0.0477105,0.0534944,-0.147628,-0.125066,0.242226,0.190306,-0.325593,-0.313126,-0.0830927,-0.102835,1.91476,2.05046,1.95976,1.96705,-0.232217,-0.219511,-0.494622,-0.456323,-0.39876,-0.362363,1.88423,1.96748,1.69732,1.77217
1.64,-0.187517,-0.230055,-0.0338725,-0.0385412,0.0775536,0.073311,-0.367014,-0.383436,0.857595,0.847094,-0.581958,-0.582036,1.01562,1.09291,0.0472282,0.0287673,0.00114805,0.0650641,1.29208,1.31924,0.40518,0.394331,-0.360762,-0.476576,-0.130614,-0.00454865,1.03175,1.11534,-0.0144171,-0.0393991,0.0657126,0.130383,1.28083,1.32752,0.420426,0.400307,-0.21956,-0.314713,-0.130614,-0.00454865,-0.375796,-0.322003,0.0475911,0.0536603,-0.131986,-0.110223,0.205344,0.155254,-0.314991,-0.301756,-0.122625,-0.142123,1.90697,2.04116,1.96463,1.96988,-0.224589,-0.21536,-0.485371,-0.447331,-0.379787,-0.347895,1.83484,1.92067,1.70327,1.77722
