time,pelvis_tilt_gold,pelvis_tilt_rec,pelvis_list_gold,pelvis_list_rec,pelvis_rotation_gold,pelvis_rotation_rec,pelvis_tx_gold,pelvis_tx_rec,pelvis_ty_gold,pelvis_ty_rec,pelvis_tz_gold,pelvis_tz_rec,hip_flexion_r_gold,hip_flexion_r_rec,hip_adduction_r_gold,hip_adduction_r_rec,hip_rotation_r_gold,hip_rotation_r_rec,knee_angle_r_gold,knee_angle_r_rec,ankle_angle_r_gold,ankle_angle_r_rec,subtalar_angle_r_gold,subtalar_angle_r_rec,mtp_angle_r_gold,mtp_angle_r_rec,hip_flexion_l_gold,hip_flexion_l_rec,hip_adduction_l_gold,hip_adduction_l_rec,hip_rotation_l_gold,hip_rotation_l_rec,knee_angle_l_gold,knee_angle_l_rec,ankle_angle_l_gold,ankle_angle_l_rec,subtalar_angle_l_gold,subtalar_angle_l_rec,mtp_angle_l_gold,mtp_angle_l_rec,lumbar_extension_gold,lumbar_extension_rec,lumbar_bending_gold,lumbar_bending_rec,lumbar_rotation_gold,lumbar_rotation_rec,arm_flex_r_gold,arm_flex_r_rec,arm_add_r_gold,arm_add_r_rec,arm_rot_r_gold,arm_rot_r_rec,elbow_flex_r_gold,elbow_flex_r_rec,pro_sup_r_gold,pro_sup_r_rec,arm_flex_l_gold,arm_flex_l_rec,arm_add_l_gold,arm_add_l_rec,arm_rot_l_gold,arm_rot_l_rec,elbow_flex_l_gold,elbow_flex_l_rec,pro_sup_l_gold,pro_sup_l_rec
0.588,-0.0246178,0.0152697,-0.154942,-0.161898,0.0207191,0.0576263,-2.46634,-2.47336,1.04896,1.04059,0.146492,0.145074,0.914877,0.907222,0.113632,0.0725911,-0.208481,-0.233797,1.25593,1.27967,-0.0680892,-0.0907206,-0.261348,-0.239728,-0.243079,-0.184039,-0.533302,-0.594962,-0.0944627,-0.137896,-0.0853939,-0.100289,0.227105,0.195827,-0.473606,-0.461494,0.0342412,0.158711,-0.111756,0.0254733,-0.157782,-0.185591,0.180217,0.192677,-0.190213,-0.211995,-1.10265,-1.05802,-0.375595,-0.304084,-0.1217,-0.175807,1.57552,1.49238,1.5708,1.5708,-0.088369,-0.0574652,-0.277779,-0.209729,-0.0461049,-0.0599956,2.46709,2.42829,1.5708,1.5708
0.592,-0.0280331,0.0118149,-0.152209,-0.159365,0.018353,0.0550628,-2.44473,-2.45179,1.05036,1.04206,0.146892,0.145481,0.908763,0.900627,0.114151,0.0737295,-0.206458,-0.232394,1.20147,1.22463,-0.0665687,-0.0922876,-0.248822,-0.229338,-0.26015,-0.229047,-0.537657,-0.59971,-0.0910783,-0.134733,-0.0828985,-0.0978691,0.236319,0.204198,-0.482466,-0.47216,0.0157118,0.139591,-0.068618,0.0420548,-0.150939,-0.178983,0.177356,0.18966,-0.189876,-0.211534,-1.12013,-1.07485,-0.370036,-0.2987,-0.129476,-0.18312,1.58196,1.49903,1.5708,1.5708,-0.0890456,-0.0582987,-0.276813,-0.208696,-0.0402757,-0.053756,2.49046,2.45249,1.5708,1.5708
0.596,-0.0306725,0.00919574,-0.149963,-0.157232,0.0172431,0.0535555,-2.42311,-2.43021,1.0517,1.04348,0.147293,0.145924,0.900396,0.89169,0.115165,0.0756343,-0.203994,-0.23037,1.14526,1.16804,-0.0661327,-0.0919465,-0.236432,-0.217239,-0.264891,-0.231835,-0.540567,-0.603112,-0.088832,-0.13266,-0.0787307,-0.0939213,0.250962,0.217915,-0.486938,-0.476988,-0.00525783,0.118912,-0.0492525,0.0495151,-0.144828,-0.17316,0.175093,0.187173,-0.190306,-0.211644,-1.13592,-1.08999,-0.363669,-0.292544,-0.137338,-0.190588,1.58786,1.5051,1.5708,1.5708,-0.0895263,-0.0587956,-0.276049,-0.207947,-0.0376972,-0.0508355,2.50975,2.47249,1.5708,1.5708
0.6,-0.0327381,0.0070986,-0.148038,-0.155344,0.0158746,0.051612,-2.40145,-2.4086,1.05304,1.0449,0.147795,0.14648,0.889443,0.88021,0.117552,0.0790945,-0.200432,-0.227133,1.08639,1.10884,-0.0660681,-0.0911454,-0.223508,-0.204104,-0.279564,-0.236748,-0.543211,-0.606156,-0.0871003,-0.130972,-0.0747118,-0.0901858,0.267913,0.234134,-0.484063,-0.472598,-0.020509,0.104762,-0.066531,0.0427569,-0.139769,-0.168385,0.172734,0.184507,-0.190922,-0.211758,-1.14945,-1.10291,-0.35889,-0.287912,-0.14336,-0.19626,1.59227,1.50954,1.5708,1.5708,-0.0920932,-0.0613071,-0.274732,-0.206677,-0.0359655,-0.0488243,2.52682,2.49016,1.5708,1.5708
0.604,-0.0330928,0.00657686,-0.147076,-0.154301,0.0155514,0.0505953,-2.37978,-2.38698,1.05443,1.04633,0.148372,0.147129,0.874938,0.865321,0.120783,0.0835222,-0.197402,-0.224345,1.02581,1.048,-0.0644366,-0.0888014,-0.211317,-0.191822,-0.283524,-0.231586,-0.546215,-0.609407,-0.0868393,-0.130687,-0.06995,-0.0857858,0.288354,0.253747,-0.472335,-0.459805,-0.0321284,0.0940701,-0.0824804,0.0358065,-0.136263,-0.165021,0.171169,0.182588,-0.190828,-0.211073,-1.1617,-1.11453,-0.352612,-0.28185,-0.149362,-0.202013,1.59614,1.51339,1.5708,1.5708,-0.0953112,-0.0646414,-0.274299,-0.206202,-0.0308906,-0.0436169,2.54138,2.50516,1.5708,1.5708
0.608,-0.0302253,0.00916129,-0.146897,-0.153935,0.0155641,0.0497832,-2.3581,-2.36536,1.05593,1.04785,0.14894,0.147758,0.855382,0.845474,0.124946,0.0889653,-0.194703,-0.221916,0.962754,0.984506,-0.0643921,-0.0910853,-0.197944,-0.180251,-0.287932,-0.259463,-0.55111,-0.614393,-0.0878319,-0.131487,-0.0679664,-0.0841471,0.311398,0.275997,-0.463291,-0.449686,-0.0447981,0.0822594,-0.106257,0.0215391,-0.137424,-0.166259,0.170539,0.181678,-0.190547,-0.20993,-1.17156,-1.12382,-0.346365,-0.275731,-0.155239,-0.207852,1.59989,1.51714,1.5708,1.5708,-0.0995542,-0.0687488,-0.273717,-0.205576,-0.027664,-0.0401077,2.55556,2.5197,1.5708,1.5708
0.612,-0.0291944,0.00970725,-0.147976,-0.154629,0.0203978,0.0539692,-2.33665,-2.34397,1.0573,1.04923,0.149559,0.148506,0.835936,0.825971,0.12741,0.0925853,-0.195742,-0.223063,0.896816,0.918442,-0.0681951,-0.0943442,-0.186865,-0.169345,-0.311216,-0.276358,-0.553315,-0.616447,-0.0918143,-0.135585,-0.0529478,-0.0694395,0.335008,0.298425,-0.44992,-0.435143,-0.060978,0.0671278,-0.117153,0.0187462,-0.135779,-0.164284,0.170757,0.18142,-0.195041,-0.214017,-1.17834,-1.13006,-0.339922,-0.269596,-0.158705,-0.21112,1.60174,1.51877,1.5708,1.5708,-0.102748,-0.0720812,-0.274782,-0.206647,-0.025323,-0.0378383,2.56306,2.52745,1.5708,1.5708
0.616,-0.0287251,0.0104397,-0.146601,-0.152889,0.0230056,0.0556747,-2.31499,-2.32234,1.0583,1.05032,0.149774,0.148831,0.816392,0.805395,0.128485,0.0949464,-0.194266,-0.221476,0.832144,0.853549,-0.0691312,-0.0940684,-0.172344,-0.154462,-0.316325,-0.268245,-0.553229,-0.617078,-0.0914622,-0.134962,-0.0434692,-0.0600137,0.360997,0.323361,-0.453058,-0.436532,-0.0819257,0.0476681,-0.171725,-0.0231311,-0.133314,-0.162457,0.169135,0.179257,-0.197927,-0.215982,-1.18557,-1.13673,-0.335141,-0.264813,-0.163038,-0.21537,1.60462,1.52153,1.5708,1.5708,-0.108531,-0.0777005,-0.274404,-0.206389,-0.0226844,-0.0350627,2.57026,2.53476,1.5708,1.5708
0.62,-0.0267204,0.0118849,-0.146618,-0.152569,0.0227055,0.0545496,-2.29306,-2.3005,1.05924,1.05129,0.150428,0.149595,0.793725,0.78273,0.13386,0.101595,-0.19086,-0.218033,0.765746,0.786995,-0.0730571,-0.0972903,-0.158846,-0.141139,-0.33188,-0.276214,-0.559036,-0.622726,-0.0902074,-0.133508,-0.0300836,-0.0468152,0.381201,0.342582,-0.439225,-0.421359,-0.102585,0.0276345,-0.155838,-0.00298876,-0.132917,-0.161836,0.168518,0.177972,-0.197228,-0.214713,-1.19187,-1.14222,-0.330371,-0.260293,-0.167071,-0.218985,1.60716,1.5237,1.5708,1.5708,-0.116061,-0.0852549,-0.273368,-0.205506,-0.0202638,-0.0328259,2.57489,2.53944,1.5708,1.5708
0.624,-0.0226201,0.0157611,-0.144639,-0.150161,0.02602,0.0567767,-2.27147,-2.27894,1.06026,1.05235,0.150784,0.150074,0.768377,0.756819,0.135279,0.104378,-0.188094,-0.215152,0.700212,0.721159,-0.0762232,-0.101099,-0.142939,-0.12604,-0.358732,-0.310938,-0.560534,-0.624358,-0.0907144,-0.133711,-0.0232964,-0.0402731,0.41099,0.371273,-0.43008,-0.412882,-0.119877,0.00975249,-0.133552,0.00622197,-0.134965,-0.164014,0.165698,0.174633,-0.199126,-0.215729,-1.19525,-1.1451,-0.325149,-0.25527,-0.169676,-0.221477,1.60868,1.52493,1.5708,1.5708,-0.122222,-0.0914525,-0.273064,-0.20526,-0.0182308,-0.0309304,2.57668,2.54116,1.5708,1.5708
0.628,-0.016737,0.0214113,-0.141815,-0.146938,0.0312073,0.0605794,-2.25007,-2.25753,1.06145,1.05356,0.151299,0.150747,0.739767,0.727544,0.135872,0.106637,-0.184932,-0.211709,0.63323,0.653982,-0.0740225,-0.0979424,-0.124076,-0.107144,-0.370971,-0.313926,-0.558201,-0.622117,-0.0935958,-0.136406,-0.0161254,-0.0336599,0.45124,0.410133,-0.403657,-0.390449,-0.128752,-0.00173582,-0.0619416,0.0353969,-0.139586,-0.168729,0.161446,0.169979,-0.203183,-0.218717,-1.19483,-1.14436,-0.320348,-0.250744,-0.169816,-0.221561,1.60871,1.52457,1.5708,1.5708,-0.130548,-0.0999919,-0.274151,-0.206325,-0.0157129,-0.0286799,2.57623,2.54058,1.5708,1.5708
0.632,-0.0152189,0.0233708,-0.136947,-0.141507,0.035695,0.0638009,-2.22859,-2.23602,1.06199,1.05422,0.151633,0.151235,0.716606,0.702901,0.134143,0.1062,-0.179819,-0.206176,0.570756,0.591185,-0.0729203,-0.0957741,-0.10459,-0.0873545,-0.375506,-0.30783,-0.552008,-0.616652,-0.0922647,-0.134694,-0.00514457,-0.022577,0.489253,0.447127,-0.395539,-0.381656,-0.146906,-0.0202716,-0.0606021,0.0355904,-0.139321,-0.169283,0.155271,0.163051,-0.207084,-0.221672,-1.19393,-1.14301,-0.315947,-0.246464,-0.169898,-0.221604,1.60732,1.52257,1.5708,1.5708,-0.139576,-0.109074,-0.273977,-0.206365,-0.0154704,-0.0287321,2.57273,2.53684,1.5708,1.5708
0.636,-0.0097101,0.0291508,-0.131348,-0.135351,0.0403546,0.0672259,-2.20736,-2.21476,1.06261,1.05493,0.151831,0.151588,0.689917,0.674802,0.131387,0.104685,-0.176253,-0.202342,0.511445,0.531144,-0.0710031,-0.0965742,-0.0844754,-0.069074,-0.408402,-0.371579,-0.549457,-0.614691,-0.0899305,-0.132084,0.00623546,-0.0110798,0.527561,0.484292,-0.387702,-0.375014,-0.161724,-0.0367181,-0.0343303,0.0439994,-0.144661,-0.175265,0.148786,0.155914,-0.211037,-0.224722,-1.19126,-1.13987,-0.312674,-0.243291,-0.169896,-0.221341,1.6083,1.52301,1.5708,1.5708,-0.149125,-0.118647,-0.274133,-0.206757,-0.0157356,-0.0292806,2.5684,2.53223,1.5708,1.5708
0.64,-0.00297777,0.0360928,-0.124877,-0.128471,0.0387348,0.0640977,-2.18578,-2.19313,1.06312,1.05552,0.151894,0.151751,0.662431,0.646041,0.130423,0.10499,-0.169004,-0.194512,0.457274,0.476733,-0.0669899,-0.090548,-0.0600891,-0.043591,-0.455533,-0.398598,-0.546751,-0.612274,-0.0851069,-0.126504,0.00245196,-0.0146287,0.569036,0.525617,-0.386371,-0.372804,-0.177037,-0.0528505,-0.0325998,0.0445022,-0.151864,-0.183114,0.142191,0.148602,-0.208328,-0.220855,-1.18959,-1.13766,-0.311146,-0.241929,-0.171337,-0.222352,1.61032,1.52459,1.5708,1.5708,-0.159595,-0.129179,-0.271638,-0.204455,-0.0152022,-0.0291589,2.5615,2.52486,1.5708,1.5708
0.644,0.000736605,0.0405009,-0.117638,-0.120767,0.0399093,0.063818,-2.16464,-2.17192,1.06333,1.05587,0.152027,0.151996,0.639114,0.620865,0.126882,0.102564,-0.163804,-0.188738,0.406713,0.425673,-0.0647923,-0.0879759,-0.0356644,-0.0190128,-0.45744,-0.397679,-0.536419,-0.602535,-0.082226,-0.123022,0.00114459,-0.0155422,0.617016,0.573498,-0.384908,-0.370811,-0.189826,-0.0669668,-0.0268693,0.0464838,-0.155819,-0.188126,0.134031,0.139742,-0.208262,-0.219717,-1.18493,-1.13268,-0.308986,-0.239884,-0.170761,-0.221596,1.61026,1.52402,1.5708,1.5708,-0.169829,-0.139531,-0.270724,-0.203714,-0.0145913,-0.0290157,2.55099,2.51378,1.5708,1.5708
0.648,0.00117596,0.0420966,-0.109066,-0.111513,0.0410495,0.0637067,-2.14358,-2.15076,1.06316,1.0559,0.152162,0.152266,0.620716,0.600067,0.121038,0.0974099,-0.159108,-0.183347,0.361807,0.380213,-0.0662234,-0.0883227,-0.0110754,0.00635469,-0.478945,-0.406861,-0.525021,-0.592321,-0.0746867,-0.114846,0.0115108,-0.00434815,0.660371,0.616418,-0.383606,-0.368682,-0.208199,-0.0866927,-0.0168997,0.0540088,-0.156208,-0.19004,0.124368,0.129008,-0.209667,-0.220313,-1.17835,-1.12564,-0.308052,-0.23884,-0.169249,-0.219826,1.60902,1.52202,1.5708,1.5708,-0.181668,-0.151312,-0.26899,-0.202473,-0.0168214,-0.0317706,2.5382,2.50039,1.5708,1.5708
0.652,0.0014753,0.0434327,-0.0994585,-0.101191,0.0406249,0.0621886,-2.12279,-2.12986,1.06282,1.05578,0.152072,0.152313,0.604357,0.58136,0.114003,0.0907868,-0.155036,-0.178721,0.322788,0.3402,-0.0698318,-0.0937405,0.0129303,0.029571,-0.497469,-0.44453,-0.512623,-0.58082,-0.0641353,-0.103678,0.0226225,0.00800317,0.705016,0.660967,-0.382418,-0.366343,-0.227137,-0.106695,-0.0193246,0.0492682,-0.157384,-0.192495,0.113942,0.117324,-0.207225,-0.217534,-1.17161,-1.11825,-0.306066,-0.237015,-0.168725,-0.218665,1.60835,1.5204,1.5708,1.5708,-0.190908,-0.160922,-0.266614,-0.200581,-0.0176771,-0.0335823,2.5218,2.4833,1.5708,1.5708
0.656,0.00369849,0.0469152,-0.0896527,-0.0905096,0.0410318,0.0614598,-2.10234,-2.1093,1.06244,1.05561,0.151923,0.152301,0.587458,0.561908,0.105913,0.0829087,-0.152572,-0.175568,0.289118,0.305778,-0.0733136,-0.0969383,0.0362192,0.0534346,-0.509708,-0.452304,-0.50045,-0.569792,-0.0532413,-0.0920112,0.0348598,0.021546,0.751662,0.707332,-0.383538,-0.368044,-0.244891,-0.127119,0.0170094,0.0692746,-0.161847,-0.198503,0.103693,0.105774,-0.206235,-0.216059,-1.16219,-1.1083,-0.305212,-0.236049,-0.167277,-0.216752,1.60792,1.5191,1.5708,1.5708,-0.203389,-0.173707,-0.263828,-0.198317,-0.0154726,-0.0322527,2.50745,2.46825,1.5708,1.5708
0.66,0.00569484,0.0498476,-0.0817027,-0.0815798,0.0418778,0.0613572,-2.08196,-2.08883,1.06189,1.05525,0.151838,0.152341,0.571421,0.543846,0.0993353,0.0762816,-0.152432,-0.174781,0.259223,0.275362,-0.0794359,-0.102358,0.0530595,0.0710213,-0.526709,-0.460957,-0.486861,-0.556688,-0.043972,-0.0819188,0.0469612,0.0352607,0.80029,0.756275,-0.384324,-0.366884,-0.260177,-0.143514,0.00259575,0.0626758,-0.166175,-0.20398,0.09532,0.0960223,-0.204795,-0.214408,-1.15185,-1.0974,-0.304705,-0.235512,-0.1653,-0.214218,1.60722,1.51745,1.5708,1.5708,-0.212784,-0.183242,-0.262194,-0.197213,-0.0179574,-0.0356589,2.48842,2.44842,1.5708,1.5708
0.664,0.00830711,0.0534017,-0.0745847,-0.0735853,0.0421785,0.06074,-2.06161,-2.0684,1.06128,1.05481,0.151622,0.152231,0.555669,0.526145,0.0933508,0.0702353,-0.1543,-0.176038,0.234151,0.249751,-0.0862053,-0.108856,0.0696898,0.0881402,-0.534855,-0.465712,-0.471837,-0.542013,-0.0356927,-0.0728039,0.0542317,0.0440415,0.851418,0.807947,-0.38687,-0.368853,-0.275341,-0.161035,0.0402634,0.0939855,-0.171386,-0.210331,0.0881501,0.08763,-0.202419,-0.211778,-1.1403,-1.08533,-0.304618,-0.2354,-0.164513,-0.21293,1.60729,1.51677,1.5708,1.5708,-0.223315,-0.193832,-0.258041,-0.193566,-0.0206031,-0.0393285,2.46729,2.42635,1.5708,1.5708
0.668,0.013497,0.0590261,-0.0701838,-0.0683106,0.0438328,0.0617007,-2.0415,-2.04826,1.06066,1.0543,0.151608,0.152311,0.538114,0.507349,0.0899791,0.0667459,-0.158609,-0.179892,0.213299,0.228375,-0.0920932,-0.11574,0.0791203,0.0971998,-0.536237,-0.479587,-0.459402,-0.529219,-0.0303926,-0.0667908,0.0626567,0.0540032,0.902716,0.860006,-0.384988,-0.366497,-0.287445,-0.174841,0.0354203,0.0845042,-0.179622,-0.219164,0.0838129,0.082238,-0.199154,-0.208455,-1.12821,-1.0727,-0.30324,-0.234081,-0.163635,-0.21162,1.60758,1.51631,1.5708,1.5708,-0.230189,-0.200694,-0.256954,-0.192844,-0.0237609,-0.0434571,2.44429,2.40232,1.5708,1.5708
0.672,0.0152068,0.0612041,-0.0672865,-0.0645903,0.04622,0.0635457,-2.02102,-2.02776,1.05969,1.05344,0.151549,0.152328,0.524826,0.492995,0.0874525,0.0639912,-0.166221,-0.186998,0.196771,0.211699,-0.0981599,-0.121333,0.0856543,0.104063,-0.551163,-0.490128,-0.442537,-0.511852,-0.027195,-0.062908,0.0696961,0.0625569,0.954304,0.912593,-0.388436,-0.368683,-0.299207,-0.188467,0.0656772,0.116491,-0.182562,-0.222692,0.0814061,0.0788944,-0.196821,-0.206079,-1.11577,-1.05987,-0.302714,-0.233508,-0.162037,-0.209817,1.60636,1.51439,1.5708,1.5708,-0.217702,-0.186574,-0.265939,-0.202607,-0.0565919,-0.0766111,2.40099,2.35769,1.5708,1.5708
0.676,0.0209261,0.0669979,-0.0660026,-0.0627628,0.0466987,0.0635055,-2.0007,-2.00747,1.05877,1.05256,0.151723,0.15254,0.508823,0.476471,0.0881238,0.0646323,-0.171662,-0.192076,0.186182,0.20097,-0.100825,-0.123592,0.0852961,0.103982,-0.551921,-0.488777,-0.42882,-0.497095,-0.026022,-0.0611443,0.0712513,0.0654302,1.0067,0.966315,-0.391015,-0.370455,-0.30752,-0.198275,0.0663137,0.116817,-0.191769,-0.232145,0.0798266,0.0767166,-0.193627,-0.202813,-1.10098,-1.04472,-0.305096,-0.235916,-0.158995,-0.206436,1.60544,1.51286,1.5708,1.5708,-0.252201,-0.222555,-0.250554,-0.186899,-0.026072,-0.047852,2.39847,2.3542,1.5708,1.5708
0.68,0.0264777,0.0725651,-0.0657616,-0.0620347,0.0483302,0.0647634,-1.98051,-1.9873,1.05775,1.05156,0.151711,0.152555,0.494459,0.461743,0.0887388,0.0651676,-0.179904,-0.200007,0.181381,0.196128,-0.101163,-0.12343,0.0824606,0.101435,-0.553711,-0.487124,-0.413429,-0.480499,-0.0267241,-0.0613899,0.0724594,0.0679494,1.06032,1.02136,-0.393769,-0.372662,-0.314983,-0.207312,0.0728219,0.121076,-0.200134,-0.240642,0.0801439,0.0766129,-0.189104,-0.198258,-1.08638,-1.02981,-0.306042,-0.236902,-0.157259,-0.204543,1.60468,1.51162,1.5708,1.5708,-0.260348,-0.230555,-0.247062,-0.183484,-0.0268841,-0.0497761,2.37167,2.32601,1.5708,1.5708
0.684,0.0310937,0.0772253,-0.0665747,-0.0624187,0.0493989,0.0656026,-1.96046,-1.96728,1.05641,1.05027,0.151661,0.152525,0.482712,0.44967,0.0904489,0.0667558,-0.187692,-0.207551,0.182641,0.19721,-0.098978,-0.121704,0.0766398,0.0953868,-0.556413,-0.497037,-0.39721,-0.46307,-0.026425,-0.0606437,0.0758356,0.0727355,1.11351,1.076,-0.391532,-0.369348,-0.322057,-0.215739,0.0880961,0.13875,-0.208154,-0.248807,0.081871,0.0779728,-0.184466,-0.193666,-1.07097,-1.01408,-0.308579,-0.239433,-0.155342,-0.202341,1.60473,1.51123,1.5708,1.5708,-0.268427,-0.23825,-0.242887,-0.179457,-0.0312468,-0.0552121,2.3452,2.29818,1.5708,1.5708
0.688,0.0388809,0.084811,-0.0678642,-0.0636359,0.0479752,0.0638891,-1.9403,-1.94718,1.05526,1.0491,0.151672,0.152515,0.468224,0.435176,0.0937898,0.0702283,-0.194487,-0.21416,0.187965,0.20243,-0.0949864,-0.117384,0.0693482,0.0883146,-0.559071,-0.498322,-0.384044,-0.448456,-0.0275214,-0.0614497,0.0725915,0.070596,1.16508,1.12914,-0.392514,-0.37015,-0.328202,-0.223381,0.105155,0.15093,-0.219166,-0.259722,0.0839881,0.0800963,-0.175892,-0.18496,-1.0555,-0.998363,-0.311018,-0.24193,-0.154134,-0.201001,1.60483,1.51105,1.5708,1.5708,-0.274301,-0.243643,-0.239483,-0.176037,-0.0347231,-0.0597853,2.31473,2.26609,1.5708,1.5708
0.692,0.0423283,0.0882069,-0.0698548,-0.0653742,0.0489972,0.0647925,-1.92057,-1.92749,1.05352,1.04738,0.151649,0.152484,0.459225,0.426094,0.0964712,0.0728353,-0.200179,-0.219722,0.196751,0.211127,-0.0910555,-0.113423,0.059096,0.07818,-0.556629,-0.497813,-0.364294,-0.427219,-0.0288154,-0.0623916,0.0744433,0.073838,1.21967,1.18543,-0.389016,-0.365175,-0.333618,-0.229564,0.106964,0.159602,-0.226703,-0.267277,0.0868999,0.0829178,-0.16977,-0.178899,-1.03831,-0.980957,-0.313579,-0.244529,-0.152479,-0.199251,1.60398,1.50986,1.5708,1.5708,-0.282583,-0.251733,-0.23586,-0.172323,-0.0332263,-0.0594991,2.28676,2.23654,1.5708,1.5708
0.696,0.04669,0.0924961,-0.0718284,-0.0673951,0.0468124,0.0624477,-1.90079,-1.90777,1.05172,1.04557,0.151505,0.152298,0.450711,0.417569,0.0996547,0.0760768,-0.204051,-0.223466,0.21117,0.225443,-0.0867828,-0.108629,0.0507288,0.070265,-0.548048,-0.485014,-0.34536,-0.406806,-0.0300403,-0.0633456,0.0705604,0.0711682,1.27308,1.24064,-0.383286,-0.359418,-0.338368,-0.23525,0.0993996,0.14638,-0.235264,-0.275813,0.0902174,0.0863617,-0.160158,-0.169183,-1.02145,-0.963982,-0.317895,-0.248859,-0.151119,-0.197707,1.60486,1.51065,1.5708,1.5708,-0.288406,-0.256989,-0.22985,-0.166295,-0.0373058,-0.0648233,2.25478,2.2028,1.5708,1.5708
0.7,0.0495818,0.0952961,-0.0752767,-0.0709565,0.0452341,0.0608213,-1.8812,-1.88824,1.04963,1.04348,0.151374,0.152122,0.444131,0.411071,0.103735,0.0802687,-0.207679,-0.227008,0.227641,0.241742,-0.0835484,-0.105663,0.0421529,0.0616219,-0.538226,-0.480136,-0.324505,-0.384401,-0.0320576,-0.0651858,0.0689097,0.0707467,1.32628,1.29563,-0.375153,-0.35009,-0.341236,-0.238691,0.106058,0.158309,-0.24235,-0.282833,0.0949342,0.0913272,-0.150661,-0.159603,-1.00333,-0.94578,-0.322767,-0.253753,-0.149614,-0.196103,1.6047,1.51039,1.5708,1.5708,-0.295072,-0.263186,-0.224426,-0.160739,-0.0382875,-0.0670833,2.22325,2.16945,1.5708,1.5708
0.704,0.05263,0.0980741,-0.0803081,-0.076358,0.0435388,0.0590847,-1.86178,-1.86889,1.04733,1.04114,0.151433,0.152127,0.437652,0.404965,0.109895,0.0868244,-0.2081,-0.22738,0.246148,0.260128,-0.0835742,-0.105462,0.0317841,0.0514621,-0.537978,-0.479939,-0.304239,-0.362393,-0.0368355,-0.0700886,0.0660072,0.0688484,1.37746,1.34852,-0.36567,-0.341284,-0.328904,-0.227617,0.0972368,0.144513,-0.250008,-0.29024,0.101051,0.0980203,-0.140372,-0.149056,-0.984658,-0.92719,-0.327913,-0.25894,-0.147828,-0.194316,1.60536,1.51116,1.5708,1.5708,-0.300193,-0.267656,-0.219502,-0.155596,-0.0405957,-0.0706122,2.19022,2.1345,1.5708,1.5708
0.708,0.055074,0.10037,-0.084287,-0.0806862,0.0398474,0.055326,-1.84252,-1.8497,1.04488,1.03867,0.151355,0.151977,0.433088,0.400637,0.114848,0.0920064,-0.207139,-0.226327,0.268731,0.282569,-0.0855807,-0.106926,0.0231691,0.0434081,-0.542701,-0.480547,-0.281864,-0.338384,-0.0388215,-0.0719723,0.0629811,0.0669853,1.42974,1.40265,-0.355388,-0.330244,-0.327268,-0.226276,0.0825243,0.133477,-0.257591,-0.297685,0.106205,0.103623,-0.128172,-0.136627,-0.965277,-0.907878,-0.334424,-0.265464,-0.146251,-0.192613,1.60644,1.51237,1.5708,1.5708,-0.304702,-0.271572,-0.214154,-0.150033,-0.0415643,-0.0729304,2.15577,2.09799,1.5708,1.5708
0.712,0.0569736,0.102093,-0.0888215,-0.0856702,0.0371276,0.0525577,-1.8233,-1.83053,1.04219,1.03596,0.151207,0.151761,0.428913,0.396735,0.119726,0.0972406,-0.206001,-0.225153,0.292655,0.306238,-0.0875826,-0.109272,0.0162396,0.0364848,-0.542809,-0.486638,-0.258321,-0.313176,-0.0422681,-0.0755078,0.0603205,0.065406,1.48115,1.4558,-0.342838,-0.318039,-0.31973,-0.219431,0.0669271,0.114121,-0.264364,-0.304275,0.112149,0.110185,-0.116215,-0.124357,-0.945711,-0.888504,-0.341246,-0.272304,-0.144556,-0.190869,1.60748,1.51366,1.5708,1.5708,-0.308132,-0.274297,-0.208623,-0.144268,-0.0436811,-0.0764253,2.11978,2.05986,1.5708,1.5708
0.716,0.0579542,0.102854,-0.0942413,-0.0916749,0.0336783,0.049053,-1.80402,-1.81132,1.03923,1.03296,0.151128,0.151598,0.426326,0.394566,0.125583,0.103541,-0.203864,-0.222924,0.318927,0.332395,-0.0901918,-0.111532,0.00948013,0.0300728,-0.54182,-0.483894,-0.233119,-0.286216,-0.0466477,-0.0800582,0.0574469,0.0635855,1.53282,1.50925,-0.32894,-0.303759,-0.313759,-0.21383,0.0621957,0.111351,-0.270688,-0.310364,0.118806,0.117598,-0.104201,-0.111907,-0.92514,-0.868262,-0.349539,-0.280609,-0.142403,-0.188697,1.60867,1.51523,1.5708,1.5708,-0.312662,-0.278103,-0.203263,-0.138589,-0.0446285,-0.0787154,2.08432,2.02221,1.5708,1.5708
0.72,0.0587207,0.103387,-0.0993354,-0.097384,0.030764,0.0460724,-1.78478,-1.79213,1.0361,1.0298,0.151127,0.151512,0.424802,0.393481,0.13038,0.108775,-0.201469,-0.220437,0.348047,0.361358,-0.0942857,-0.115579,0.00720236,0.0280166,-0.545264,-0.488364,-0.207331,-0.25869,-0.0517199,-0.0853892,0.0550913,0.0622778,1.5833,1.56142,-0.313982,-0.288534,-0.306061,-0.206437,0.0552523,0.106233,-0.276486,-0.315896,0.12496,0.124577,-0.0926909,-0.0999238,-0.903711,-0.847304,-0.357884,-0.28896,-0.139768,-0.186167,1.60905,1.51603,1.5708,1.5708,-0.315712,-0.2802,-0.198514,-0.133591,-0.0495788,-0.0850224,2.04694,1.98259,1.5708,1.5708
